Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2020,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H32,Current liabilities,Financial position,"11,826",ANZSIC06 group A016
2020,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H33,Other liabilities,Financial position,"32,696",ANZSIC06 group A016
2020,Level 4,AA131,Dairy Cattle Farming,Dollars,H34,Total income per employee count,Financial ratios,"585,800",ANZSIC06 group A016
2020,Level 4,AA131,Dairy Cattle Farming,Dollars,H35,Surplus per employee count,Financial ratios,"90,500",ANZSIC06 group A016
2020,Level 4,AA131,Dairy Cattle Farming,Percentage,H36,Current ratio,Financial ratios,106,ANZSIC06 group A016
2020,Level 4,AA131,Dairy Cattle Farming,Percentage,H37,Quick ratio,Financial ratios,51,ANZSIC06 group A016
2020,Level 4,AA131,Dairy Cattle Farming,Percentage,H39,Return on equity,Financial ratios,10,ANZSIC06 group A016
2020,Level 4,AA131,Dairy Cattle Farming,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 group A016
2020,Level 4,AA131,Dairy Cattle Farming,Percentage,H41,Liabilities structure,Financial ratios,35,ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H01,Total income,Financial performance,"14,810",ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,"14,441",ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,118,ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H07,Non-operating income,Financial performance,252,ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H08,Total expenditure,Financial performance,"12,520",ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H09,Interest and donations,Financial performance,"1,494",ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H10,Indirect taxes,Financial performance,189,ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H11,Depreciation,Financial performance,680,ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,621",ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"8,479",ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H20,Non-operating expenses,Financial performance,57,ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H21,Opening stocks,Financial performance,"6,448",ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H22,Closing stocks,Financial performance,"6,445",ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H23,Surplus before income tax,Financial performance,"2,287",ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H24,Total assets,Financial position,"68,503",ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H25,Current assets,Financial position,"12,477",ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H26,Fixed tangible assets,Financial position,"44,788",ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H29,Other assets,Financial position,"11,239",ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H30,Total equity and liabilities,Financial position,"68,503",ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"23,981",ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H32,Current liabilities,Financial position,"11,826",ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H33,Other liabilities,Financial position,"32,696",ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars,H34,Total income per employee count,Financial ratios,"585,800",ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Dollars,H35,Surplus per employee count,Financial ratios,"90,500",ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Percentage,H36,Current ratio,Financial ratios,106,ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Percentage,H37,Quick ratio,Financial ratios,51,ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Percentage,H39,Return on equity,Financial ratios,10,ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 group A016
2020,Level 3,AA13,Dairy Cattle Farming,Percentage,H41,Liabilities structure,Financial ratios,35,ANZSIC06 group A016
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H01,Total income,Financial performance,"2,245","ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,"2,159","ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,23,"ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H07,Non-operating income,Financial performance,63,"ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H08,Total expenditure,Financial performance,"2,134","ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H09,Interest and donations,Financial performance,109,"ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H10,Indirect taxes,Financial performance,16,"ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H11,Depreciation,Financial performance,129,"ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H12,Salaries and wages paid,Financial performance,310,"ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"1,561","ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H20,Non-operating expenses,Financial performance,9,"ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H21,Opening stocks,Financial performance,698,"ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H22,Closing stocks,Financial performance,737,"ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H23,Surplus before income tax,Financial performance,150,"ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H24,Total assets,Financial position,"7,347","ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H25,Current assets,Financial position,"1,931","ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H26,Fixed tangible assets,Financial position,"4,278","ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H29,Other assets,Financial position,"1,138","ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H30,Total equity and liabilities,Financial position,"7,347","ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"2,912","ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H32,Current liabilities,Financial position,"1,884","ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H33,Other liabilities,Financial position,"2,551","ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars,H34,Total income per employee count,Financial ratios,"354,700","ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars,H35,Surplus per employee count,Financial ratios,"23,700","ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H36,Current ratio,Financial ratios,102,"ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H37,Quick ratio,Financial ratios,63,"ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H39,Return on equity,Financial ratios,5,"ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H40,Return on total assets,Financial ratios,2,"ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H41,Liabilities structure,Financial ratios,40,"ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H01,Total income,Financial performance,"2,245","ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,"2,159","ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,23,"ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H07,Non-operating income,Financial performance,63,"ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H08,Total expenditure,Financial performance,"2,134","ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H09,Interest and donations,Financial performance,109,"ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H10,Indirect taxes,Financial performance,16,"ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H11,Depreciation,Financial performance,129,"ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H12,Salaries and wages paid,Financial performance,310,"ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"1,561","ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H20,Non-operating expenses,Financial performance,9,"ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H21,Opening stocks,Financial performance,698,"ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H22,Closing stocks,Financial performance,737,"ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H23,Surplus before income tax,Financial performance,150,"ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H24,Total assets,Financial position,"7,347","ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H25,Current assets,Financial position,"1,931","ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H26,Fixed tangible assets,Financial position,"4,278","ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H29,Other assets,Financial position,"1,138","ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H30,Total equity and liabilities,Financial position,"7,347","ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"2,912","ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H32,Current liabilities,Financial position,"1,884","ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H33,Other liabilities,Financial position,"2,551","ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars,H34,Total income per employee count,Financial ratios,"354,700","ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars,H35,Surplus per employee count,Financial ratios,"23,700","ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H36,Current ratio,Financial ratios,102,"ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H37,Quick ratio,Financial ratios,63,"ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H39,Return on equity,Financial ratios,5,"ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H40,Return on total assets,Financial ratios,2,"ANZSIC06 groups A017, A018, and A019"
2020,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H41,Liabilities structure,Financial ratios,40,"ANZSIC06 groups A017, A018, and A019"
2020,Level 4,AA211,Forestry and Logging,Dollars (millions),H01,Total income,Financial performance,"6,379",ANZSIC06 group A030
2020,Level 4,AA211,Forestry and Logging,Dollars (millions),H04,Sales of goods and services,Financial performance,"5,288",ANZSIC06 group A030
2020,Level 4,AA211,Forestry and Logging,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,40,ANZSIC06 group A030
2020,Level 4,AA211,Forestry and Logging,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,13,ANZSIC06 group A030
2020,Level 4,AA211,Forestry and Logging,Dollars (millions),H07,Non-operating income,Financial performance,"1,038",ANZSIC06 group A030
2020,Level 4,AA211,Forestry and Logging,Dollars (millions),H08,Total expenditure,Financial performance,"4,733",ANZSIC06 group A030
2020,Level 4,AA211,Forestry and Logging,Dollars (millions),H09,Interest and donations,Financial performance,210,ANZSIC06 group A030
2020,Level 4,AA211,Forestry and Logging,Dollars (millions),H10,Indirect taxes,Financial performance,22,ANZSIC06 group A030
2020,Level 4,AA211,Forestry and Logging,Dollars (millions),H11,Depreciation,Financial performance,229,ANZSIC06 group A030
